COUNTRY,INDICATOR,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
"Marshall Islands, Republic of the","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",,,,,,,,,,,,,,,,,,0.11,0.112,0.113,0.115,0.123,0.132,0.131,0.133,0.138,0.143,0.15,0.147,0.151,0.161,0.172,0.181,0.186,0.186,0.184,0.202,0.214,0.22,0.233,0.242,0.259,0.253,0.259,0.281,0.302,0.332,0.357,0.376,0.392,0.408
"Micronesia, Federated States of","Current account balance (credit less debit), Percent of GDP",,,,,,,,,,,,,,,,-9.164,-19.142,-31.124,-25.161,-21.055,-14.708,-17.534,-10.155,-6.052,-18.764,-10.231,-15.739,-10.847,-19.074,-21.404,-17.863,-19.447,-13.703,-10.05,6.168,4.516,7.268,10.449,21.438,16.098,-5.802,2.257,8.918,3.869,1.085,-0.887,-3.5,-3.464,-3.624,-4.409,-4.58
Emerging and Developing Europe,"Direct investment, Net (assets minus liabilities), US dollar",,,,,,,,,,,,,,,-4.205,-15.968,-14.238,-16.763,-13.183,-13.667,-13.986,-15.323,-11.492,-11.961,-31.691,-39.866,-70.894,-87.41,-90.761,-28.921,-24.116,-37.66,-35.772,-14.374,0.278,-22.267,-42.965,-28.044,-26.258,-51.29,-38.646,-40.752,-40.709,-31.442,-34.556,-43.539,-60.729,,,,
"Micronesia, Federated States of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,,,,,,2.599,4.915,4.954,-1.632,-3.872,-2.69,-5.205,7.435,2.823,-15.346,-5.452,-5.269,-3.365,-1.32,2.172,0.747,-0.242,1.225,3.312,11.604,10.848,7.681,14.731,24.938,19.833,6.706,4.685,17.575,9.597,9.321,6.653,1.586,1.213,0.902,0.16,-0.218
"Micronesia, Federated States of","All Items, Consumer price index (CPI), Period average, percent change",,,,,,,,,,,,,,,,,2.796,2.667,1.633,1.919,1.839,1.317,-0.159,-0.245,1.745,4.087,4.396,3.639,6.572,8.154,3.618,3.851,6.302,2.138,0.724,0.034,-0.916,0.098,1.04,2.209,0.964,1.772,5.02,6.21,5.439,4.077,3.367,2.351,2.23,2.236,2.216
Emerging and Developing Europe,"External debt: total debt service, interest, Percent of GDP",2.064,2.205,2.111,1.796,1.684,3.15,2.986,3.022,2.691,2.777,1.917,1.703,2.434,1.735,1.378,1.675,1.398,1.477,2.572,2.751,2.619,2.338,1.863,1.589,1.489,1.385,1.507,1.474,1.574,1.709,1.379,1.337,1.352,1.37,1.377,1.441,1.373,1.049,1.13,1.159,1.13,0.941,0.879,1.055,1.094,0.825,0.821,,,,
"Marshall Islands, Republic of the","Expenditure, General government, Percent of GDP",,,,,,,,,,,,,,,,,,54.962,50.513,48.715,56.52,58.818,55.183,52.906,54.529,85.336,61.18,67.249,64.281,63.057,59.222,55.915,53.212,55.005,49.203,56.295,56.752,63.704,60.451,65.511,67.804,69.795,67.728,68.382,71.581,66.48,83.805,81.295,79.818,80.686,80.442
Tonga,"All Items, Consumer price index (CPI), Period average",8.422,9.676,10.729,11.773,12.704,13.365,17.357,18.693,20.623,21.442,22.649,25.802,28.021,28.528,29.647,29.504,30.293,30.465,31.339,32.568,34.174,36.653,40.313,44.615,49.861,54.838,58.812,61.776,67.717,71.428,72.624,76.996,79.525,80.062,81.892,81.936,81.428,87.291,92.61,96.449,96.681,97.249,103.619,116.627,125.958,129.666,132.573,136.791,141.233,145.819,150.549
Tuvalu,"Revenue, General government, Domestic currency",,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.021,0.02,0.024,0.026,0.031,0.025,0.026,0.032,0.043,0.043,0.064,0.082,0.064,0.101,0.087,0.102,0.082,0.079,0.117,0.094,0.111,0.112,0.114,0.118,0.122,0.126
"Marshall Islands, Republic of the","Gross domestic product (GDP), Current prices, Per capita, US dollar",,,,,,,,,,,,,,,,,,2229.856,2241.09,2230.968,2246.583,2426.822,2657.16,2625.136,2634.183,2695.09,2780.785,2904.991,2793.934,2892.871,3043.357,3241.393,3437.541,3595.842,3651.958,3680.813,4143.728,4547.783,4850.533,5274.862,5502.426,6103.305,6118.995,6417.177,7308.833,8286.564,9391.42,10363.001,11127.079,11772.345,12370.108
"Marshall Islands, Republic of the","All Items, Consumer price index (CPI), Period average",,,,,,,,,,,,,,,,,,,,,,,,100.498,102.523,106.099,111.68,114.614,131.427,132.058,134.395,141.587,147.732,150.466,152.119,148.716,146.475,146.549,147.723,147.561,146.59,149.883,154.043,165.505,174.111,183.132,193.869,203.993,210.745,215.849,221.076
Tonga,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",723.128,897.509,1069.201,1163.072,1718.295,1881.75,2099.615,2182.518,2169.55,2268.09,2451.316,2667.717,2611.791,2658.714,2776.784,3049.595,3097.858,3126.02,3220.761,3327.596,3516.613,3633.299,3839.784,3901.681,3914.909,3996.044,4005.499,4001.272,4261.574,4054.949,4127.079,4488.443,4704.402,4754.845,4959.196,5086.988,5502.483,5785.47,5963.935,6055.069,6251.43,6566.184,6887.898,7309.826,7665.666,8086.178,8445.263,8765.454,9068.444,9362.225,9677.403
"Micronesia, Federated States of","Current account balance (credit less debit), US dollar",,,,,,,,,,,,,,,,-0.02,-0.042,-0.064,-0.055,-0.046,-0.034,-0.042,-0.024,-0.015,-0.044,-0.025,-0.039,-0.027,-0.05,-0.059,-0.052,-0.06,-0.044,-0.032,0.02,0.014,0.024,0.038,0.085,0.064,-0.022,0.009,0.037,0.017,0.005,-0.004,-0.018,-0.019,-0.02,-0.025,-0.027
Emerging and Developing Europe,"Imports of goods and services, US dollar",,,,,,,,,,,,,,,153.57,207.529,236.182,261.182,252.171,218.925,266.243,272.87,311.383,397.278,516.747,620.708,767.087,1007.356,1268.92,878.572,1073.026,1331.457,1335.952,1400.432,1356.35,1069.216,1056.132,1247.816,1353.975,1350.682,1248.481,1577.413,1763.881,1812.237,1827.028,1928.918,1992.899,,,,
Tuvalu,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",,,,,,,,,,,,,,,,,,,,,0.023,0.024,0.026,0.026,0.026,0.026,0.027,0.029,0.032,0.03,0.03,0.033,0.032,0.034,0.035,0.039,0.041,0.044,0.045,0.052,0.051,0.054,0.051,0.055,0.058,0.061,0.064,0.066,0.069,0.072,0.074
Tuvalu,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,,,,,,-13.172,-37.272,-23.593,-18.259,-17.077,-27.883,-11.981,7.581,25.742,-3.91,1.975,22.622,-1.512,28.305,-8.104,8.213,-16.099,-19.993,15.331,-8.09,-0.106,-5.483,-7.515,-8.187,-8.74,-9.21
"Marshall Islands, Republic of the","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",,,,,,,,,,,,,,,,,,0.104,0.104,0.104,0.11,0.12,0.126,0.127,0.129,0.136,0.14,0.149,0.141,0.147,0.157,0.159,0.16,0.169,0.17,0.174,0.18,0.19,0.205,0.23,0.227,0.24,0.255,0.253,0.268,0.281,0.298,0.31,0.321,0.332,0.344
Tonga,"All Items, Consumer price index (CPI), End-of-period (EoP)",,,11.224,11.668,12.288,13.824,17.605,18.048,20.499,21.327,22.803,25.957,28.143,27.383,29.459,29.45,30.369,30.97,31.97,33.388,35.39,37.739,41.78,46.898,51.627,56.093,59.684,63.071,70.763,71.631,73.588,78.801,80.614,80.765,81.974,82.125,82.301,90.36,94.743,96.287,94.936,99.613,109.471,124.466,132.419,134.217,138.378,142.893,147.53,152.321,157.261
"Marshall Islands, Republic of the","Gross domestic product (GDP), Current prices, Domestic currency",,,,,,,,,,,,,,,,,,0.11,0.112,0.113,0.115,0.123,0.132,0.131,0.133,0.138,0.143,0.15,0.147,0.151,0.161,0.172,0.181,0.186,0.186,0.184,0.202,0.214,0.22,0.233,0.242,0.259,0.253,0.259,0.281,0.302,0.332,0.357,0.376,0.392,0.408
Tonga,"Gross domestic product (GDP), Price deflator, Index",21.076,20.337,20.357,21.253,15.971,17.769,19.37,21.772,24.149,25.838,26.854,29.707,33.178,35.672,36.004,34.224,35.243,35.214,36.204,38.597,39.679,41.673,44.855,49.967,54.118,58.442,69.129,72.202,75.483,79.238,85.372,85.779,79.785,87.399,87.436,91.984,94.719,100,104.937,109.899,110.381,113.112,115.463,115.437,124.673,128.342,131.22,135.395,139.792,144.331,149.013
"Micronesia, Federated States of","Gross domestic product (GDP), Current prices, Domestic currency",,,,,,,,,,,,,,,,0.222,0.221,0.207,0.219,0.22,0.233,0.24,0.24,0.243,0.236,0.247,0.25,0.253,0.261,0.277,0.292,0.308,0.324,0.314,0.316,0.312,0.327,0.361,0.394,0.395,0.373,0.392,0.416,0.444,0.471,0.495,0.519,0.535,0.551,0.567,0.584
Tonga,"All Items, Consumer price index (CPI), Period average, percent change",-7.348,14.9,10.879,9.733,7.908,5.201,29.867,7.697,10.326,3.968,5.632,13.921,8.597,1.81,3.922,-0.48,2.674,0.568,2.868,3.922,4.932,7.252,9.988,10.669,11.759,9.982,7.246,5.04,9.616,5.481,1.674,6.02,3.285,0.675,2.286,0.054,-0.621,7.201,6.093,4.146,0.24,0.588,6.55,12.554,8.001,2.944,2.242,3.182,3.247,3.247,3.244
"Micronesia, Federated States of","Gross domestic product (GDP), Current prices, US dollar",,,,,,,,,,,,,,,,0.222,0.221,0.207,0.219,0.22,0.233,0.24,0.24,0.243,0.236,0.247,0.25,0.253,0.261,0.277,0.292,0.308,0.324,0.314,0.316,0.312,0.327,0.361,0.394,0.395,0.373,0.392,0.416,0.444,0.471,0.495,0.519,0.535,0.551,0.567,0.584
"Micronesia, Federated States of","Gross domestic product (GDP), Current prices, Per capita, Domestic currency",,,,,,,,,,,,,,,,2097.493,2082.72,1949.608,2060.275,2064.784,2175.957,2250.77,2255.933,2288.972,2233.5,2340.705,2376.421,2421.552,2511.4,2678.277,2835.375,2975.425,3117.644,3022.055,3055.618,3036.299,3208.161,3563.883,3960.729,4011.106,3837.824,4080.611,4389.219,4689.882,4986.485,5241.065,5492.292,5664.184,5830.626,6000.401,6173.93
Tonga,"Gross domestic product (GDP), Constant prices, Percent change",15.8,14,12.8,5.8,44.1,5.6,8.8,1.7,-3.5,1.1,4.7,5.9,-3.8,-0.1,1.979,7.93,0.09,-0.636,2.306,2.296,3.766,1.46,4.495,0.056,-1.885,-0.416,-2.194,-2.5,4.75,-5.199,0.803,6.818,2.377,-1.122,1.991,1.114,6.599,3.202,0.688,-0.208,1.783,0.363,-2.31,2.084,2.073,2.725,2.341,1.825,1.55,1.21,1.211
Emerging and Developing Europe,"External debt: total debt service, interest, Percent of exports of goods and services",13.97,15.407,14.1,12.158,10.11,22.076,21.996,21.123,19.119,21.404,13.641,11.111,8.878,8.338,6.29,6.682,5.567,5.965,9.731,9.627,8.221,7.262,5.936,4.955,4.541,4.225,4.559,4.673,4.818,5.622,4.428,4.038,4.129,4.266,4.055,4.081,4.002,2.957,2.907,3.043,3.153,2.338,2.191,2.928,3.263,2.731,2.675,,,,
"Marshall Islands, Republic of the","Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,,,,,,,,14.067,18.377,12.834,9.59,9.06,5.549,11.209,-0.97,-21.608,0.876,0.864,4.584,2.105,4.067,2.959,0.03,0.399,3.598,3.212,4.254,4.676,2.843,-1.545,2.813,0.402,0.895,1.319,3.812,1.85,-5.136,0.869,0.771,0.226,0.175
Tuvalu,"Current account balance (credit less debit), Percent of GDP",,,,,,,,,,,,,,,,,,,,,,53.62,23.308,-61.176,-18.339,-7.985,28.002,-16.171,-25.89,-69.536,-60.773,-84.749,-67.021,2.835,-0.481,-33.651,29.876,1.691,59.271,-16.545,16.227,29.818,-0.271,39.982,7.284,15.052,5.659,-0.194,-2.214,-3.669,-4.893
Tuvalu,"Expenditure, General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,,,,,74.106,82.116,98.519,88.567,85.838,99.975,93.928,77.21,76.845,80.202,96.79,116.943,119.601,106.447,125.607,113.59,119.534,113.813,115.319,138.774,118.407,122.371,121.341,119.157,118.114,117.252,116.526
Tuvalu,"All Items, Consumer price index (CPI), Period average, percent change",,,,,,,,,,,,,,,,,,,,,,1.531,5.051,2.914,2.369,3.221,4.19,2.285,10.443,-0.283,-1.853,0.5,1.415,2.02,1.124,3.14,3.492,4.087,2.16,3.492,1.57,6.687,12.184,7.172,1.165,1.96,2.271,2.485,2.544,2.48,2.459
Tuvalu,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",,,,,,,,,,,,,,,,,,,,,,,2743.518,2698.87,2684.451,2630.937,2712.338,2940.233,3153.334,2956.307,2881.181,3121.465,3009.345,3185.584,3300.941,3651.524,3871.326,4141.321,4280.128,5079.859,5013.312,5208.369,4775.959,5406.152,5853.55,6157.997,6412.357,6675.814,6920.746,7161.724,7404.519
"Marshall Islands, Republic of the","Population, Persons for countries / Index for country groups",,,,,,,,,,,,,,,,,,0.049,0.05,0.051,0.051,0.051,0.05,0.05,0.05,0.051,0.051,0.052,0.052,0.052,0.053,0.053,0.053,0.052,0.051,0.05,0.049,0.047,0.045,0.044,0.044,0.042,0.041,0.04,0.038,0.036,0.035,0.034,0.034,0.033,0.033
Tuvalu,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",,,,,,,,,,,,,,,,,,,,,1.108,1.146,1.168,1.18,1.207,1.169,1.206,1.163,1.182,1.18,1.183,1.173,1.158,1.172,1.21,1.251,1.343,1.358,1.424,1.483,1.49,1.528,1.544,1.394,1.483,1.478,1.487,1.501,1.516,1.528,1.538
"Micronesia, Federated States of","Gross domestic product (GDP), Price deflator, Index",,,,,,,,,,,,,,,,92.838,95.603,95.683,98.475,97.835,99.081,100.113,99.81,99.453,100,102.085,103.39,106.652,112.973,118.583,122.379,124.711,133.198,133.957,138.592,130.98,135.83,146.464,159.401,154.247,148.724,151.487,165.724,176.015,185.587,193.153,199.657,204.351,208.909,213.579,218.312
"Marshall Islands, Republic of the","Gross debt, General government, Percent of GDP",,,,,,,,,,,,,,,,,,8.73,18.148,26.054,27.294,32.711,37.165,43.713,46.795,45.753,44.355,42.227,44.06,41.197,38.83,35.918,37.556,33.353,34.943,33.875,29.214,26.532,24.687,25.127,21.669,20.056,19.808,18.216,13.224,10.604,14.925,13.194,11.942,11.393,10.93
"Marshall Islands, Republic of the","All Items, Consumer price index (CPI), End-of-period (EoP), percent change",,,,,,,,,,,,,,,,,,,,,,,,,2.372,6.183,2.572,4.327,16.608,-5.819,5.235,6.323,2.906,0.768,1.289,-3.842,-0.776,1.036,0.676,-1.658,1.541,1.753,5.676,6.133,5.669,4.72,6.955,3.602,3.027,2.422,2.422
"Micronesia, Federated States of","Net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,,,,,,-0.451,2.337,2.621,-3.269,-5.175,-3.485,-5.463,7.205,2.618,-15.552,-5.631,-5.445,-3.548,-1.553,1.881,0.465,-0.58,0.895,2.894,11.232,10.482,7.37,14.477,24.676,19.539,6.423,4.443,17.43,9.453,9.191,6.542,1.485,1.126,0.825,0.093,-0.279
"Marshall Islands, Republic of the","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",,,,,,,,,,,,,,,,,,3115.341,3049.467,2961.399,3016.749,3276.493,3448.653,3373.984,3320.014,3331.505,3318.653,3419.686,3119.607,3245.816,3384.665,3352.638,3346.844,3523.197,3538.713,3680.813,3865.998,4149.977,4534.921,5146.811,5027.829,5270.757,5339.349,5253.65,5696.063,6147.399,6595.47,6924.536,7201.226,7441.782,7637.616
Tuvalu,"All Items, Consumer price index (CPI), End-of-period (EoP), percent change",,,,,,,,,,,,,,,,,,,,,,4.635,0.024,5.787,2.151,3.918,6.12,0.479,12.339,-4.025,-1.751,1.729,1.35,3.124,0.426,4.001,2.57,4.345,2.327,3.703,0.1,9.79,13.649,4.461,4.461,1.96,2.271,2.485,2.544,2.48,2.459
Tonga,"Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",,,,,,,,,,,,,,,0.259,0.265,0.274,0.272,0.286,0.312,0.332,0.354,0.398,0.444,0.472,0.507,0.587,0.598,0.655,0.652,0.708,0.759,0.723,0.783,0.799,0.85,0.933,1.017,1.074,1.123,1.148,1.18,1.177,1.201,1.324,1.401,1.466,1.54,1.614,1.687,1.763
"Marshall Islands, Republic of the","Expenditure, General government, Domestic currency",,,,,,,,,,,,,,,,0.1,0.06,0.06,0.057,0.055,0.065,0.072,0.073,0.069,0.072,0.118,0.088,0.101,0.094,0.095,0.095,0.096,0.096,0.103,0.092,0.103,0.115,0.136,0.133,0.153,0.164,0.181,0.172,0.177,0.201,0.201,0.278,0.291,0.3,0.316,0.328
Tonga,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",2023.756,2294.678,2574.555,2695.055,3842.908,4079.47,4461.947,4525.97,4345.82,4371.77,4554.494,4794.395,4589.298,4563.589,4666.598,5019.841,5007.601,4967.466,5061.129,5156.051,5328.234,5383.809,5602.71,5582.809,5455.056,5398.812,5249.693,5105.822,5335.203,5045.405,5073.492,5406.179,5562.72,5528.276,5667.161,5759.742,6171.543,6374.775,6424.252,6416.507,6536.694,6566.184,6430.532,6580.946,6734.127,6934.876,7114.922,7262.852,7393.826,7501.99,7611.769
Emerging and Developing Europe,"Financial account balance (assets less liabilities), US dollar",-3.849,-7.119,-1.882,-1.525,1.656,-2.04,-1.855,-4.155,0.496,-0.61,-4.402,-1.609,,,8.089,-4.043,-4.858,-21.869,-23.134,1.64,22.067,9.323,-5.788,-0.206,16.214,16.874,25.022,-76.62,-66.9,-22.218,-35.916,-25.816,-20.779,-56.863,-30.025,68.648,7.568,-26.695,105.179,58.855,9.855,93.989,158.252,-22.491,-26.835,-52.607,-37.925,,,,
Tuvalu,"Net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,,,,,-3.595,-12.779,-36.815,-18.593,-17.225,-13.506,-23.35,-8.802,9.58,26.044,3.261,14.715,27.467,2.095,30.288,-1.072,13.69,-13.283,-14.596,15.341,-8.229,0.646,-2.966,-4.276,-4.949,-5.523,-6.032
Emerging and Developing Europe,"Current account balance (credit less debit), US dollar",-9.047,-7.971,-2.252,-2.52,-0.253,-1.231,-3.488,-0.531,4.417,0.634,-2.954,-3.894,-8.611,-18.327,4.502,0.516,-1.77,-15.709,-14.941,4.008,19.675,24.455,15.523,7.986,12.894,30.828,9.244,-58.997,-58.138,-8.969,-30.116,-37.984,-23.761,-53.786,-6.343,36.567,-7.064,-20.908,67.883,53.469,2.933,71.058,128.516,-18.31,-4.414,-71.667,-68.386,-51.012,-53.037,-56.099,-61.461
Tuvalu,"Gross domestic product (GDP), Current prices, US dollar",,,,,,,,,,,,,,,,,,,,,0.015,0.014,0.017,0.02,0.023,0.023,0.024,0.029,0.032,0.028,0.033,0.04,0.039,0.039,0.039,0.037,0.041,0.045,0.048,0.054,0.053,0.062,0.054,0.051,0.056,0.058,0.061,0.064,0.067,0.07,0.073
"Micronesia, Federated States of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",,,,,,,,,,,,,,,,2065.313,2027.908,1929.414,2003.392,2049.514,2181.013,2283.023,2330.864,2420.361,2411.933,2553.719,2638.912,2677.412,2671.893,2731.355,2835.94,2980.627,2978.54,2919.705,2903.108,3080.737,3168.709,3322.945,3470.984,3692.525,3713.477,4053.29,4268.734,4453.366,4602.263,4760.79,4913.248,5033.661,5150.84,5275.703,5410.221
Tuvalu,"Gross domestic product (GDP), Price deflator, Index",,,,,,,,,,,,,,,,,,,,,61.085,64.612,66.825,68.888,72.333,72.267,76.87,76.099,78.851,79.188,80.368,81.314,81.804,84.205,88.417,92.254,100,102.925,110.437,116.849,119.033,127.607,138.071,129.27,140.96,143.876,147.358,151.261,155.294,159.289,163.307
"Micronesia, Federated States of","Revenue, General government, Domestic currency",,,,,,,,,,,,,,,,0.17,0.163,0.139,0.152,0.149,0.149,0.141,0.16,0.17,0.133,0.135,0.139,0.143,0.152,0.183,0.201,0.201,0.216,0.198,0.209,0.209,0.229,0.287,0.32,0.303,0.25,0.278,0.307,0.279,0.312,0.34,0.347,0.364,0.38,0.389,0.395
"Marshall Islands, Republic of the","Current account balance (credit less debit), Percent of GDP",,,,,,,,,,,,,,,,,,-12.271,-11.173,-12.167,-13.268,-4.811,5.939,-0.722,3.543,6.255,-2.907,2.28,1.006,-11.829,-18.107,-0.621,-4.085,-8.997,-0.484,11.415,9.919,-0.907,-2.03,-31.172,14.907,22.695,10.047,16.819,13.965,10.285,3.996,7.868,5.727,4.684,3.44
"Marshall Islands, Republic of the","Gross domestic product (GDP), Price deflator, Index",,,,,,,,,,,,,,,,,,71.577,73.491,75.335,74.47,74.068,77.049,77.805,79.343,80.897,83.793,84.949,89.56,89.126,89.916,96.682,102.71,102.062,103.2,100,107.184,109.586,106.96,102.488,109.439,115.796,114.602,122.147,128.314,134.798,142.392,149.656,154.516,158.193,161.963
"Marshall Islands, Republic of the","Gross domestic product (GDP), Constant prices, Percent change",,,,,,,,,,,,,,,,,,,-0.641,-1.312,2.653,7.144,3.535,-1.612,-0.684,1.789,0.185,3.68,-7.578,3.653,5.559,-0.502,-1.279,3.788,-1.285,1.89,2.523,3.563,5.484,10.469,-2.777,1.197,-1.096,-3.99,3,2.527,4.07,2.365,1.916,1.79,1.605
Albania,"Gross domestic product (GDP), Constant prices, Percent change",2.684,5.7,2.9,1.1,2,-1.5,5.6,-0.8,-1.4,9.8,-10,-28,-7.2,9.6,9.4,8.9,9.1,-10.924,8.829,12.891,6.946,8.293,4.537,5.529,5.515,5.526,5.903,5.983,7.5,3.354,3.707,2.545,1.418,1.002,1.774,2.228,3.909,3.283,3.671,2.063,-3.314,8.97,4.827,4.015,4.046,3.358,3.572,3.546,3.481,3.513,3.497
Albania,"Net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,,,,,,,,-11.902,-9.926,-8.841,-7.772,-6.837,-6.212,-5.006,-5.163,-3.458,-3.263,-3.179,-4.884,-6.586,-3.52,-3.516,-3.441,-5.215,-5.458,-4.318,-1.498,-1.406,-1.597,-1.921,-6.665,-4.571,-3.639,-1.319,-0.725,-1.723,-1.903,-1.914,-1.885,-1.839,-1.747
"Kazakhstan, Republic of","Gross debt, General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,,,17.592,14.962,11.392,8.104,6.677,4.092,6.766,10.227,10.683,10.161,12.125,12.603,14.496,21.882,19.677,19.869,20.259,19.944,26.357,25.1,23.524,22.982,24.377,24.808,26.378,27.504,28.632,29.505,30.226
Georgia,"Population, Persons for countries / Index for country groups",,,,,,,,,,,,5.453,5.467,5.346,4.93,4.742,4.573,4.41,4.29,4.198,4.117,4.038,3.991,3.966,3.938,3.917,3.888,3.873,3.848,3.829,3.8,3.774,3.739,3.718,3.717,3.722,3.729,3.726,3.73,3.724,3.717,3.729,3.689,3.736,3.695,3.694,3.691,3.688,3.684,3.681,3.678
Georgia,"Gross domestic product (GDP), Price deflator, Index",,,,,,,,,,,,,,,7.462,19.604,27.93,29.808,31.903,34.995,36.624,38.607,40.888,42.223,45.783,49.418,53.592,58.664,64.293,62.919,70.473,76.929,77.151,76.648,80.168,84.478,86.4,92.918,96.158,100,106.847,117.779,127.359,131.115,136.126,142.562,148.18,153.371,158.737,164.293,170.044
"Kazakhstan, Republic of","Structural balance, General government, Domestic currency",,,,,,,,,,,,,,,,,,,,,,,81.678,187.794,272.386,552.533,819.62,599.942,-3.172,48.215,226.173,747.153,795.258,1060.221,557.049,-2165.545,-1707.571,-1931.519,2102.736,282.888,-2854.265,-2548.05,396.294,-2290.58,-3482.058,-5687.777,-6380.893,-6473.961,-4970.748,-3800.827,-3240.647
Albania,"Expenditure, General government, Domestic currency",,,,,,,,,,,,,,,,,,100.391,141.437,164.607,169.596,184.163,192.517,201.152,222.439,232.339,254.762,282.987,342.86,373.832,364.29,376.183,376.241,394.117,442.718,441.161,429.073,452.193,475.91,493.241,536.28,596.279,651.015,674.857,728.571,806.825,861.975,923.825,986.554,1051.977,1117.055
"Kazakhstan, Republic of","Gross capital formation, Percent of GDP",,,,,,,,,,,,,40.915,26.849,28.704,23.319,16.147,15.599,15.804,17.776,18.139,26.876,27.288,25.704,26.311,30.97,33.901,35.527,27.506,29.415,25.374,22.998,25.23,24.57,25.79,27.908,27.828,26.352,25.258,27.628,28.807,26.533,24.976,28.122,27.212,28.265,29.595,30.435,31.304,31.568,31.955
